cik_str,ticker,title
1830210,BHIL,"Benson Hill, Inc."
1830214,DNA,"Ginkgo Bioworks Holdings, Inc."
1834488,NABL,"N-able, Inc."
1834494,MLNK,"MeridianLink, Inc."
1834887,MMIC,Memic Innovative Surgery Ltd.
1834526,GPAT,GP-Act III Acquisition Corp.
1834975,VEV,VICINITY MOTOR CORP
1835068,NPCT,Nuveen Core Plus Impact Fund
1835104,INTM,"INTERMEDIA CLOUD COMMUNICATIONS, INC."
1835205,IBER,IBERE PHARMACEUTICALS
1835512,TWNT,Tailwind Two Acquisition Corp.
1836564,VALN,Valneva SE
1836612,OCEA,"Ocean Biomedical, Inc."
1836470,SRAD,Sportradar Group AG
1836478,AVAC,Avalon Acquisition Inc.
1836894,HUGS,USHG Acquisition Corp.
1836707,SBEA,SILVERBOX ENGAGED MERGER CORP I
1837105,GTPA,"Gores Technology Partners, Inc."
1837014,SMRT,"SmartRent, Inc."
1835681,PWSC,"POWERSCHOOL HOLDINGS, INC."
1835814,NSTD,Northern Star Investment Corp. IV
1836057,BIGZ,BlackRock Innovation & Growth Trust
1837493,IINN,Inspira Technologies OXY B.H.N. Ltd
1838413,YMM,Full Truck Alliance Co. Ltd.
1838513,GATE,Marblegate Acquisition Corp.
1837430,IS,ironSource Ltd
1837412,SLGC,"SomaLogic, Inc."
1837226,OACA,Ocelot Acquisition Corp I
1836934,ZENV,Zenvia Inc.
1837177,ICGA,ICG HYPERSONIC ACQUISITION CORP
1837929,NPAB,New Providence Acquisition Corp. II
1837975,QNIU,Qiniu Ltd.
1838000,SWSS,Springwater Special Situations Corp.
1837620,VISN,Gyroscope Therapeutics Holdings plc
1837686,VMEO,"Vimeo, Inc."
1837774,GIPL,Canning Street Corp
1839285,HCTI,"Healthcare Triangle, Inc."
1839439,PYCR,"PAYCOR HCM, INC."
1839519,CFFS,CF Acquisition Corp. VII
1839527,CAIN,Cain Acquisition Corp
1839185,SMIH,Summit Healthcare Acquisition Corp.
1839611,IPVI,InterPrivate IV InfraTech Partners Inc.
1839569,FTEV,FinTech Evolution Acquisition Group
1838716,GNTA,Genenta Science S.p.A.
1838814,JUN,Juniper II Corp.
1839133,IRME,"IR-Med, Inc."
1842022,DTM,"DT Midstream, Inc."
1842046,GTPB,"Gores Technology Partners II, Inc."
1841968,PX,"P10, Inc."
1842219,RICO,Agrico Acquisition Corp.
1841800,SWAG,Software Acquisition Group Inc. III
1841925,INDI,"indie Semiconductor, Inc."
1841867,RAM,Aries I Acquisition Corp.
1841644,PICS,PicS Ltd.
1841804,INST,"INSTRUCTURE HOLDINGS, INC."
1841330,KTTA,Pasithea Therapeutics Corp.
1841209,GPCO,Golden Path Acquisition Corp
1841227,FLXE,"FlexEnergy Green Solutions, Inc."
1841230,TRAQ,Trine II Acquisition Corp.
1841338,CIIG,"CIIG Capital Partners II, Inc."
1841144,HWKZ,Hawks Acquisition Corp
1841387,CADL,"Candel Therapeutics, Inc."
1841425,CENQ,CENAQ Energy Corp.
1841586,ITAQ,"Industrial Tech Acquisitions II, Inc."
1841593,QNZL,Quinzel Acquisition Co
1841675,ARBK,Argo Blockchain Plc
1840502,TBLA,Taboola.com Ltd.
1840616,NFGC,New Found Gold Corp.
1840632,APGC,Apollo Strategic Growth Capital III
1840706,SOPH,SOPHiA GENETICS SA
1839972,FTPA,FTAC Parnassus Acquisition Corp.
1839990,ARTE,Artemis Strategic Investment Corp
1840229,INKT,"MiNK Therapeutics, Inc."
1840233,XLO,"Xilio Therapeutics, Inc."
1840926,TPGT,TPG Pace Tech Opportunities II Corp.
1840856,ATSPU,Archimedes Tech Spac Partners Co
1840904,ATAI,ATAI Life Sciences N.V.
1840920,TETC,Tech & Energy Transition Corp
1841137,CPAA,Conyers Park III Acquisition Corp.
1845815,PAYO,Payoneer Global Inc.
1845840,TSAT,Telesat Corp
1845855,TWCG,Galliot Acquisition Corp.
1845865,TWIC,Twist Investment Corp
1846136,RVAC,Riverview Acquisition Corp.
1846069,KIND,"Nextdoor Holdings, Inc."
1846091,HUMC,Anthropos Capital Corp
1846004,LHIV,Lionheart IV Corp
1846017,BLFY,Blue Foundry Bancorp
1846064,HCCR,HighCape Capital Acquisition Corp. II
1846253,AHPA,Avista Public Acquisition Corp. II
1846189,JAAC,Just Another Acquisition Corp.
1846235,IMAQ,International Media Acquisition Corp.
1846599,BTVC,Tribe Capital Growth Corp II
1846611,SEPG,SEP Growth Holdings Corp.
1846622,MACS,Modiv Acquisition Corp.
1846689,GCSA,Gateway Strategic Acquisition Co.
1846715,WAVE,Eco Wave Power Global AB (publ)
1846735,THMB,Thimble Point Acquisition Corp. II
1846750,TCOA,Trajectory Alpha Acquisition Corp.
1846752,MCTY,MOTOR CITY ACQUISITION CORP.
1846764,VEMC,VELOCITY MERGER CORP.
1846804,BSKY,"Big Sky Growth Partners, Inc."
1847075,TUGC,TradeUP Global Corp
1847107,HCAA,Hony Capital Acquisition Corp.
1847112,TRTL,TortoiseEcofin Acquisition Corp. III
1847090,TPBA,TPB Acquisition Corp I
1847152,SKYA,SKYDECK ACQUISITION CORP.
1847241,PEGR,Project Energy Reimagined Acquisition Corp.
1846348,RGAC,Rocket Global Acquistion Corp.
1846362,MLST,Millstreet Capital Acquisition Corp.
1846459,ASPX,Aspirational Consumer Lifestyle Corp. II
1846468,TTRE,Tiga Acquisition Corp. III
1846470,CATL,Category Leader Partner Corp 1
1846510,MCG,Membership Collective Group Inc.
1846550,ILAC,Innovatus Life Sciences Acquisition Corp.
1846809,OTEC,OceanTech Acquisitions I Corp.
1846832,DLO,dLocal Ltd
1846847,APCP,Aperture Acquisition Corp
1846968,CCAI,Cascadia Acquisition Corp.
1846288,GACQ,Global Consumer Acquisition Corp
1846975,SEDA,SDCL EDGE Acquisition Corp
1847037,KVSD,Khosla Ventures Acquisition Co. IV
1847064,CLBR,Colombier Acquisition Corp.
1844452,IPAX,Inflection Point Acquisition Corp.
1844505,GIA,"GigCapital5, Inc."
1844507,AVHI,Achari Ventures Holdings Corp. I
1844592,CSIC,Cornerstone Investment Capital Holdings Co.
1844512,GIF,"GigCapital6, Inc."
1844513,CTII,Cerberus Telecom Acquisition Corp. II
1844537,TCG,TCG Growth Opportunities Corp.
1844740,BCTA,B Capital Technology Opportunities Corp.
1844817,AACI,Armada Acquisition Corp. I
1844650,FLYA,SOAR Technology Acquisition Corp.
1844840,ARTA,Artisan Acquisition Corp.
1844862,DCRC,Decarbonization Plus Acquisition Corp III
1844908,SHQA,Shelter Acquisition Corp I
1844934,QWNB,Queen's Gambit Growth Capital II
1844940,ATWO,Acies Acquisition Corp. II
1844969,FLSH,VIDA FLaSH Acquisitions
1845457,GRAF,Graf Acquisition Corp. III
1845459,GFOR,Graf Acquisition Corp. IV
1845368,HCMA,HCM Acquisition Corp
1845437,RONI,Rice Acquisition Corp. II
1845601,ISAA,Iron Spark I Inc.
1845550,APTM,Alpha Partners Technology Merger Corp.
1845618,TWCB,Bilander Acquisition Corp.
1845619,OSAA,OS Acquisition Corp.
1845734,SACQ,Silverman Acquisition Corp I
1844971,GREE,Greenidge Generation Holdings Inc.
1844981,APAC,StoneBridge Acquisition Corp.
1845022,BASE,"Couchbase, Inc."
1845036,OACC,Oaktree Acquisition Corp. III
1845097,AMBP,Ardagh Metal Packaging S.A.
1845123,IVCP,Swiftmerge Acquisition Corp.
1845136,ALTP,Altamont Pharma Acquisition Corp.
1845149,CBRG,Chain Bridge I
1845013,HWEL,Healthwell Acquisition Corp. I
1845168,DGON,Black Dragon Acquisition Corp. I
1845184,RAII,Revolution Acceleration Acquisition Corp II
1842966,GGI,Guggenheim Special Purpose Acquisition Corp. I
1843079,ALTT,Altitude Acquisition Corp. III
1843080,CALQ,Callodine Acquisition Corp
1843091,VLAT,Valor Latitude Acquisition Corp.
1843093,ARK,5G Edge Acquisition Corp.
1842937,HCVI,Hennessy Capital Investment Corp. VI
1842939,ALPA,ALPHA HEALTHCARE ACQUISITION CORP III
1843248,GLEE,Gladstone Acquisition Corp
1843162,SSIC,Silver Spike Investment Corp.
1843181,NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.
1843205,HCNE,Jaws Hurricane Acquisition Corp
1842668,BCIC,BCC Investment Corp.
1842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP.
1842760,WCAT,Jaws Wildcat Acquisition Corp
1842609,JUGG,Jaws Juggernaut Acquisition Corp
1842644,SLVR,SILVERspac Inc.
1842659,CORS,Corsair Partnering Corp
1842356,CHWA,CHW Acquisition Corp
1842311,TCPG,Transformational CPG Acquisition Corp.
1842327,GFLD,Gefen Landa Acquisition Corp.
1842428,ALTE,Altitude Acquisition Corp. II
1842430,POND,Angel Pond Holdings Corp
1842384,BLNG,Belong Acquisition Corp.
1842431,CNAQ,CHARDAN NEXTECH ACQUISITION CORP.
1842498,OTMO,Otonomo Technologies Ltd.
1843608,DILA,Dila Capital Acquisition Corp
1843370,BLEU,bleuacacia ltd
1843412,KETA,Keter1 Acquisition Corp
1843477,SVII,Spring Valley Acquisition Corp. II
1843548,RDTX,Roman DBDR Tech Acquisition Corp. II
1843556,TTO,Tiga Acquisition Corp. II
1843569,APXB,Apex Technology Acquisition Corp. II
1843586,OTLY,Oatly Group AB
1843588,REE,REE Automotive Ltd.
1843724,AMCI,AMCI Acquisition Corp. II
1843714,WNNR,Andretti Acquisition Corp.
1843716,PSPC,Post Holdings Partnering Corp
1843794,CICX,Capitol Investment Corp. VI
1843825,AACO,Advancit Acquisition Corp. I
1843862,EOCW,Elliott Opportunity II Corp.
1843875,TRCC,TRACCOM INC.
1843917,EOCO,Elliott Opportunity I Corp.
1843973,EGGF,EG Acquisition Corp.
1843983,CLIC,Climate Real Impact Solutions III Acquisition Corp
1843993,THCP,"Thunder Bridge Capital Partners IV, Inc."
1843764,TBSA,TB SA Acquisition Corp
1844149,PCCT,Perception Capital Corp. II
1844211,BRIV,B. Riley Principal 250 Merger Corp.
1844004,NPAC,New Providence Acquisition Corp. III
1844019,EXAC,Excolere Acquisition Corp.
1844028,BTNC,Bridgetown 3 Holdings Ltd
1844035,ASPG,Aspire Global Inc.
1844135,SIER,Sierra Lake Acquisition Corp.
1844224,FREY,FREYR Battery
1844270,ZING,FTAC ZEUS ACQUISITION CORP.
1844280,THRN,"Thorne Healthtech, Inc."
1844300,TRNY,Trinity Acquisition Corp.
1844336,FTVI,FINTECH ACQUISITION CORP VI
1844363,RKTA,Rocket Internet Growth Opportunities Corp.
1844364,FGNB,FG New America Acquisition II Corp
1844389,ACBA,Ace Global Business Acquisition Ltd
1844392,MRAI,"Marpai, Inc."
1844417,UPTD,TradeUP Acquisition Corp.
1847280,JACA,Jeneration Acquisition Corp
1847351,BRD,Beard Energy Transition Acquisition Corp.
1847355,TGAA,Target Global Acquisition I Corp.
1847408,MLXA,Mericsson Acquisition Corp
1847419,TEKC,Tekkorp Digital Acquisition Corp. II
1847440,MITA,Coliseum Acquisition Corp.
1847455,RMGD,RMG Acquisition Corp. IV
1847458,RMGF,RMG Acquisition Corp. VI
1847459,RMGE,RMG Acquisition Corp. V
1847461,RMGG,RMG Acquisition Corp. VII
1847618,SPGL,SPGL Acquisition Corp
1847619,OUTR,Space Acquisition Corp. I
1847846,LAX,8i Acquisition 2 Corp.
1847521,NTWO,N2 Acquisition Holdings Corp.
1847573,DOIT,Do It Again Corp.
1847577,LCW,Learn CW Investment Corp
1847499,ACCV,Atlas Crest Investment Corp. V
1847500,ACIV,Atlas Crest Investment Corp. IV
1847504,FWAB,Fifth Wall Acquisition Corp. II
1847507,ACCC,Atlas Crest Investment Corp. III
1847512,RADD,CORNER GROWTH ACQUISITION CORP. 3
1847513,TRON,CORNER GROWTH ACQUISITION CORP. 2
1847888,NBAD,New Beginnings Acquisition Corp. III
1847890,NBAB,New Beginnings Acquisition Corp. II
1847891,ACRO,Acropolis Infrastructure Acquisition Corp.
1847903,CNTA,Centessa Pharmaceuticals plc
1847986,CNTQ,Chardan NexTech Acquisition 2 Corp.
1848004,VIII,Virgin Group Acquisition Corp. III
1848020,BMAC,Black Mountain Acquisition Corp.
1848000,LAAA,Lakeshore Acquisition I Corp.
1848052,DIII,DD3 Acquisition Corp. III
1848084,AACE,Alexandria Agtech/Climate Innovation Acquisition Corp.
1848097,SPK,SPK Acquisition Corp.
1848164,MOOS,"Moose Pond Acquisition Corp, NCV I"
1848165,PRBM,Parabellum Acquisition Corp.
1848267,SWBT,Switchback III Corp
1848275,TOP,Zhong Yang Financial Group Ltd
1848309,SGML,Sigma Lithium Corp
1848323,LOCC,Live Oak Crestview Climate Acquisition Corp.
1848364,LITT,Logistics Innovation Technologies Corp.
1848437,CITE,Cartica Acquisition Corp
1848452,SPTA,Sparta Healthcare Acquisition Corp.
1848507,OPOT,1.12 Acquisition Corp
1848558,SHCA,Spindletop Health Acquisition Corp.
1849408,ZT,Zimmer Energy Transition Acquisition Corp.
1849410,XLSA,Excelsa Acquisition Corp.
1849466,TCBS,"Texas Community Bancshares, Inc."
1849470,UNOO,1Sharpe Acquisition Corp.
1849475,NCAC,Newcourt Acquisition Corp
1849006,AURV,Aurvandil Acquisition Corp.
1849011,APN,Apeiron Capital Investment Corp.
1849288,SVNI,Seven Islands Inc
1849294,FRLA,Fortune Rise Acquisition Corp
1849349,BRIG,Brigantine Acquisition Corp.
1849380,DKDCA,Data Knights Acquisition Corp.
1849548,ONYX,Onyx Acquisition Co. I
1849580,WAVC,Waverley Capital Acquisition Corp. 1
1849582,SCIB,Science Strategic Acquisition Corp. Bravo
1849584,SCIC,Science Strategic Acquisition Corp. Charlie
1849590,VBAQ,Venice Brands Acquisition Corp. I
1849604,BWTR,Blue Water Acquisition Corp. II
1849633,FOYO,ForU Worldwide Inc.
1849635,DWAC,Digital World Acquisition Corp.
1849489,AFAC,Arena Fortify Acquisition Corp.
1849512,TWCM,Mistico Acquisition Corp.
1849670,PBBK,"PB Bankshares, Inc."
1849687,EIPA,EIP Acquisition Corp I
1849801,RCDA,Red Cell DRM Acquisition Corp.
1849820,CLAQ,cleantech Acquisition Corp.
1848669,SWGC,Stillwater Growth Corp. I
1848694,DSPQ,Denham Sustainable Performance Acquisition Corp.
1848731,GLASF,Glass House Brands Inc.
1848410,CPAR,Catalyst Partners Acquisition Corp.
1848739,GDEV,Nexters Inc.
1848763,RNW,ReNew Energy Global plc
1848795,GIW,"GigInternational1, Inc."
1848756,PHYT,Pyrophyte Acquisition Corp.
1848821,GTAC,Global Technology Acquisition Corp. I
1848861,HAIA,Healthcare AI Acquisition Corp.
1848885,CHAB,Catcha Investment Corp 2.0
1848898,VCXA,10X Capital Venture Acquisition Corp. II
1848948,VCXB,10X Capital Venture Acquisition Corp. III
1848959,DCRD,Decarbonization Plus Acquisition Corp IV
1849030,CRUA,Crucible Acquisition Corp. II
1849035,CRUB,Crucible Acquisition Corp. III
1849056,ALCC,AltC Acquisition Corp.
1849058,CLOE,Clover Leaf Capital Corp.
1849074,ODAC,Ocean Drive Acquisition Corp.
1849125,VACI,VICTORY ACQUISITION CORP.
1849253,RYAN,"RYAN SPECIALTY GROUP HOLDINGS, INC."
1849280,GSQB,"G Squared Ascend II, Inc."
1851625,MLAI,McLaren Technology Acquisition Corp.
1851909,CDAQ,Compass Digital Acquisition Corp.
1851657,VAXX,"Vaxxinity, Inc."
1851682,MF,Missfresh Ltd
1851833,ISAP,Israel Amplify Program Corp.
1851959,CNDA,Concord Acquisition Corp II
1851961,CNDB,Concord Acquisition Corp III
1851977,SCAC,Serendipity Capital Acquisition Corp.
1851991,LFTA,Lazard Fintech Acquisition Corp. I
1852016,AEAE,AltEnergy Acquisition Corp
1851182,FHLT,Future Health ESG Corp.
1851091,SCEM,Sachem Acquisition Corp.
1851112,RSKD,Riskified Ltd.
1851169,VAQA,Vector Acquisition Corp III
1851174,WQGA,World Quantum Growth Acquisition Corp.
1851194,VTYX,"Ventyx Biosciences, Inc."
1851195,LTVA,LTV Capital Partners I
1851230,CREC,Crescera Capital Acquisition Corp.
1851366,EGAC,Europa Growth Acquisition Co
1851484,TENK,TenX Keane Acquisition
1851562,SPRK,Spark Education Ltd
1851612,BHAC,Crixus BH3 Acquisition Co
1850235,HEPS,D-MARKET Electronic Services & Trading
1850239,TEGA,Think Elevation Capital Growth Opportunities
1850262,INTE,Integral Acquisition Corp 1
1850047,QPAA,Quiet Plus I Acquisition Corp.
1850051,IQMD,Intelligent Medicine Acquisition Corp.
1850059,FSHP,Flag Ship Acquisition Corp
1849840,RCPI,Reverence Acquisition Corp.
1849853,STVN,Stevanato Group S.p.A.
1849867,CLST,"Catalyst Bancorp, Inc."
1849902,MEAC,Mercury Ecommerce Acquisition Corp
1850010,FSTN,Freestone Acquisition Corp
1850030,TFM,"Fresh Market Holdings, Inc."
1850038,HTAQ,Hunt Companies Acquisition Corp. I
1850266,DNAA,Social Capital Suvretta Holdings Corp. I
1850270,DNAC,Social Capital Suvretta Holdings Corp. III
1850271,DNAB,Social Capital Suvretta Holdings Corp. II
1850272,DNAD,Social Capital Suvretta Holdings Corp. IV
1850311,HIGB,H.I.G. Acquisition Corp. II
1850316,ACDI,Ascendant Digital Acquisition Corp. III
1850391,BTCW,WisdomTree Bitcoin Trust
1850398,TCBC,"TC Bancshares, Inc."
1850453,MYNA,Mynaric AG
1850487,GWII,Good Works II Acquisition Corp.
1850490,AVEA,Avanea Energy Acquisition Corp.
1850502,NFYS,Enphys Acquisition Corp.
1850699,SVNA,7 Acquisition Corp
1850741,IFIT,iFit Health & Fitness Inc
1850767,ACMSY,AccuStem Sciences Ltd
1850830,CAVU,CAVU TECHNOLOGY ACQUISITION CORP.
1850838,OMGA,"Omega Therapeutics, Inc."
1850902,TKNO,"Alpha Teknova, Inc."
1852940,GOGN,GoGreen Investments Corp
1852755,CEDA,Cedarlake Acquisition Corp.
1852767,GLTA,Galata Acquisition Corp.
1852771,DRAY,Macondray Capital Acquisition Corp. I
1853021,MTAL,Metals Acquisition Corp
1853070,PACI,PROOF Acquisition Corp I
1853084,BSGA,Blue Safari Group Acquisition Corp
1852019,IXAQ,IX Acquisition Corp.
1852038,TACQ,Tetragon Acquisition Corp I
1852061,GAQ,Generation Asia I Acquisition Ltd
1852084,LHCA,Lazard Healthcare Acquisition Corp. I
1852117,RKLY,Rockley Photonics Holdings Ltd
1852244,GXO,"GXO Logistics, Inc."
1852332,BNNR,Banner Acquisition Corp.
1852432,ARYE,ARYA Sciences Acquisition Corp V
1852495,RJAC,Jackson Acquisition Co
1852633,BYN,Banyan Acquisition Corp
1852707,BFYW,"Better For You Wellness, Inc."
1852736,TRIS,Tristar Acquisition I Corp.
1852341,LRIS,Laris Media Acquisition Corp
1852407,FEXD,Fintech Ecosystem Development Corp.
1852749,XFIN,ExcelFin Acquisition Corp.
1853864,ARAC,Artemis Acquisition Corp./DE
1853928,ADAL,Anthemis Digital Acquisitions I Corp
1854074,LPC,Lamar Partnering Corp
1854139,ZVIA,Zevia PBC
1854149,DCRE,Decarbonization Plus Acquisition Corp V
1854156,EFHT,EF HUTTON ACQUISITION CORP.
1853404,CEAS,CEA Space Partners I Corp.
1853436,MPRA,Mercato Partners Acquisition Corp
1853717,ATAT,Atour Lifestyle Holdings Ltd
1853775,MCAE,Mountain Crest Acquisition Corp. III
1853790,LKVA,Lakeview Acquisition Corp
1853816,DRMA,"Dermata Therapeutics, Inc."
1853145,EVCM,EverCommerce Inc.
1853232,PRDT,Peridot Acquisition Corp. III
1853314,GIAC,Gesher I Acquisition Corp.
1853044,WWAC,Worldwide Webb Acquisition Corp.
1853397,XPAX,XPAC Acquisition Corp.
1853513,MCW,"Mister Car Wash, Inc."
1853580,PFTA,PORTAGE FINTECH ACQUISITION CORP.
1853594,SCUA,Sculptor Acquisition Corp I
1853651,REVE,Alpine Acquisition Corp.
1652044,GOOGL,Alphabet Inc.
1067983,BRK-B,BERKSHIRE HATHAWAY INC
824046,LVMHF,LVMH MOET HENNESSY LOUIS VUITTON
1577552,BABAF,Alibaba Group Holding Ltd
19617,JPM-PC,JPMORGAN CHASE & CO
19617,JPM-PD,JPMORGAN CHASE & CO
937966,ASMLF,ASML HOLDING NV
70858,BML-PG,BANK OF AMERICA CORP /DE/
70858,BML-PH,BANK OF AMERICA CORP /DE/
70858,BML-PL,BANK OF AMERICA CORP /DE/
70858,BAC-PE,BANK OF AMERICA CORP /DE/
70858,BML-PJ,BANK OF AMERICA CORP /DE/
70858,BAC-PL,BANK OF AMERICA CORP /DE/
353278,NONOF,NOVO NORDISK A S
70858,BAC-PK,BANK OF AMERICA CORP /DE/
70858,BAC-PB,BANK OF AMERICA CORP /DE/
72971,WFC-PL,WELLS FARGO & COMPANY/MN
72971,WFC-PQ,WELLS FARGO & COMPANY/MN
72971,WFC-PY,WELLS FARGO & COMPANY/MN
72971,WFC-PR,WELLS FARGO & COMPANY/MN
1436949,HESAF,HERMES INTERNATIONAL S.C.A.
313616,DHR-PA,DANAHER CORP /DE/
1306965,RYDBF,Royal Dutch Shell plc
1114448,NVSEF,NOVARTIS AG
1306965,RDS-B,Royal Dutch Shell plc
1306965,RYDAF,Royal Dutch Shell plc
1000184,SAPGF,SAP SE
313838,SNEJF,Sony Group Corp
732717,TBB,AT&T INC.
831001,C-PJ,CITIGROUP INC
1450488,CHDRF,Christian Dior SE/ADR
901832,AZNCF,ASTRAZENECA PLC
1108329,PCCYF,PETROCHINA CO LTD
1171264,BHPBF,BHP Group Plc
217410,UNLYF,UNILEVER PLC
811809,BHPLF,BHP Group Ltd
1549802,JDCMF,"JD.com, Inc."
1445162,BYDDF,BYD CO LTD
879764,TTFNF,TotalEnergies SE
835403,DGEAF,DIAGEO PLC
72971,WFC-PC,WELLS FARGO & COMPANY/MN
1121404,SNYNF,Sanofi
1089113,HBCYF,HSBC HOLDINGS PLC
1668717,BUDFF,Anheuser-Busch InBev SA/NV
1438656,IDEXF,Industria de Diseno Textil Inditex SA / ADR
1268896,CILJF,CHINA LIFE INSURANCE CO LTD
1131399,GLAXF,GLAXOSMITHKLINE PLC
1378580,EADSF,Airbus SE/ADR
923734,SBGSF,SCHNEIDER ELECTRIC SA
1445465,PPRUF,Kering
1065521,SFTBF,SOFTBANK GROUP CORP
36104,USB-PH,US BANCORP \DE\
30554,CTA-PB,DUPONT E I DE NEMOURS & CO
1000275,RY-PT,ROYAL BANK OF CANADA
1085922,ESLOF,ESSILOR INTERNATIONAL /FI
863064,RTPPF,RIO TINTO PLC
886982,GS-PA,GOLDMAN SACHS GROUP INC
313807,BPAQF,BP PLC
886982,GS-PD,GOLDMAN SACHS GROUP INC
895728,ENBBF,ENBRIDGE INC
895421,MS-PA,MORGAN STANLEY
310732,BNPQF,BNP PARIBAS
1140625,STOHF,EQUINOR ASA
310732,BNPQY,BNP PARIBAS
36104,USB-PP,US BANCORP \DE\
1161167,AIQUF,L AIR LIQUIDE SA /FI
1303523,BTAFF,British American Tobacco p.l.c.
748954,ATLKY,ATLAS COPCO AB
895421,MS-PK,MORGAN STANLEY
36104,USB-PM,US BANCORP \DE\
895728,EBBNF,ENBRIDGE INC
1536278,GWLLF,Great Wall Motor Co Limited/ADR
895421,MS-PI,MORGAN STANLEY
1445476,HKXCF,Hong Kong Exchanges & Clearing Ltd
1123658,SNPMF,CHINA PETROLEUM & CHEMICAL CORP
67088,MBFJF,MITSUBISHI UFJ FINANCIAL GROUP INC
886982,GS-PK,GOLDMAN SACHS GROUP INC
886982,GS-PJ,GOLDMAN SACHS GROUP INC
895421,MS-PF,MORGAN STANLEY
748954,ATTLF,ATLAS COPCO AB
748954,ATLKF,ATLAS COPCO AB
895421,MS-PE,MORGAN STANLEY
1129137,AMXVF,AMERICA MOVIL SAB DE CV/
1091587,ABLZF,ABB LTD
1326160,DUK-PA,Duke Energy CORP
1524684,GLCNF,Glencore plc/ADR
1065521,SFBQF,SOFTBANK GROUP CORP
1116578,PUK-PA,PRUDENTIAL PLC
1107457,IFNNF,INFINEON TECHNOLOGIES AG
899108,PDRDF,PERNOD RICARD S A /FI
1063761,SPG-PJ,SIMON PROPERTY GROUP INC /DE/
1119639,PBR-A,PETROBRAS - PETROLEO BRASILEIRO SA
75594,PPWLM,PACIFICORP /OR/
891478,BCDRF,"Banco Santander, S.A."
715957,DCUE,"DOMINION ENERGY, INC"
929869,RLXXF,RELX PLC
1166691,CCZ,COMCAST CORP
1446711,LZAGF,Lonza Group AG
1065198,VCISF,VINCI /FI
1420798,RBGPF,RECKITT BENCKISER GROUP PLC
1039765,INGVF,ING GROEP NV
1129137,AMOV,AMERICA MOVIL SAB DE CV/
719245,WEBNF,WESTPAC BANKING CORP
1364012,SAFRF,SAFRAN S.A.
1679771,DOGEF,Orsted A/S / ADR
1453934,CHGCF,"Chugai Pharmaceutical Co., Ltd. / ADR"
75594,PPWLO,PACIFICORP /OR/
1116578,PUK-P,PRUDENTIAL PLC
1116578,PUKPF,PRUDENTIAL PLC
1094517,TOYOF,TOYOTA MOTOR CORP/
316709,SCHW-PD,SCHWAB CHARLES CORP
1267482,SMI,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORP
1002242,EIPAF,ENI SPA
1450468,MRAAF,"Murata Manufacturing Co., Ltd./ADR"
715153,HNDAF,HONDA MOTOR CO LTD
5272,AIG-PA,"AMERICAN INTERNATIONAL GROUP, INC."
1160106,LLDTF,Lloyds Banking Group plc
1004315,NGGTF,NATIONAL GRID PLC
753762,VOLVF,AKTIEBOLAGET VOLVO \PUBL\
1022837,SMFNF,"SUMITOMO MITSUI FINANCIAL GROUP, INC."
1387438,ECIFF,ELECTRICITE DE FRANCE S.A.
1099219,MET-PE,METLIFE INC
932787,STMEF,STMicroelectronics N.V.
1121631,GVDBF,GIVAUDAN SA /FI
753762,VOLAF,AKTIEBOLAGET VOLVO \PUBL\
312069,BCLYF,BARCLAYS PLC
839923,VODPF,VODAFONE GROUP PUBLIC LTD CO
16918,STZ-B,"CONSTELLATION BRANDS, INC."
1131345,NVZMF,NOVOZYMES AS/FI
1393311,PSA-PK,Public Storage
1439584,LDNXF,London Stock Exchange Group
1393311,PSA-PH,Public Storage
895728,ENBA,ENBRIDGE INC
1395064,TKPHF,TAKEDA PHARMACEUTICAL CO LTD
1084656,CAPMF,CAP GEMINI SA
842180,BBVXF,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A."
1376891,EXPGF,Experian Group LTD
927628,COF-PG,CAPITAL ONE FINANCIAL CORP
1279967,CRARF,CREDIT AGRICOLE S A
1048515,GPDNF,GROUPE DANONE
927628,COF-PH,CAPITAL ONE FINANCIAL CORP
1436791,NTOIF,Neste OYJ
870016,JARLF,JARDINE MATHESON HOLDINGS LTD \ /FI
1518258,ASHTF,Ashtead Group plc/ADR
849395,CRHCF,CRH PUBLIC LTD CO
1459580,ZIJMF,"Zijin Mining Group Co., Ltd./ADR"
943819,RSMDF,RESMED INC
1448817,OVCHF,Oversea-Chinese Banking Corp / ADR
313216,RYLPF,KONINKLIJKE PHILIPS NV
1294325,CLPBF,COLOPLAST A/S
1160330,BBDO,BANK BRADESCO
1451287,KHNGF,Kuehne & Nagel International AG / ADR
1012037,CODGF,COMPAGNIE DE SAINT GOBAIN
1330306,VWSYF,VESTAS WIND SYSTEMS A/S
1436793,KNYJF,Kone OYJ
717826,ERIXF,ERICSSON LM TELEPHONE CO
1379235,ARZGF,Assicurazioni Generali S.p.A.
1451279,SAUHF,Straumann Holding AG / ADR
899051,ALL-PG,ALLSTATE CORP
1652630,VNNVF,Vonovia SE/ADR
1335730,MZHOF,MIZUHO FINANCIAL GROUP INC
14693,BF-B,BROWN FORMAN CORP
899051,ALL-PB,ALLSTATE CORP
844150,RBSPF,NatWest Group plc
1502104,AMADF,"Amadeus IT Group, S.A./ADR"
